Project	Task	SAMPLE_ALIAS	HET_HOMVAR_RATIO	PCT_GQ0_VARIANTS	TOTAL_GQ0_VARIANTS	TOTAL_HET_DEPTH	TOTAL_SNPS	NUM_IN_DB_SNP	NOVEL_SNPS	FILTERED_SNPS	PCT_DBSNP	DBSNP_TITV	NOVEL_TITV	TOTAL_INDELS	NOVEL_INDELS	FILTERED_INDELS	PCT_DBSNP_INDELS	NUM_IN_DB_SNP_INDELS	DBSNP_INS_DEL_RATIO	NOVEL_INS_DEL_RATIO	TOTAL_MULTIALLELIC_SNPS	NUM_IN_DB_SNP_MULTIALLELIC	TOTAL_COMPLEX_INDELS	NUM_IN_DB_SNP_COMPLEX_INDELS	SNP_REFERENCE_BIAS	NUM_SINGLETONS
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FCWT5GHA	BS_FCWT5GHA	1.684014	0.000588	2726	82606210	3734385	3569617	164768	0	0.955878	2.053011	1.171429	814925	78708	0	0.903417	736217	0.954505	1.109795	1465	1340	79154	74533	0.518891	2909876
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DSD7MTHH	BS_DSD7MTHH	1.720221	0.000703	3293	78015711	3775246	3590576	184670	0	0.951084	2.051511	1.228887	819400	81195	0	0.900909	738205	0.95236	1.096274	1516	1355	80443	75830	0.521886	2962693
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XGRMWPF2	BS_XGRMWPF2	1.735342	0.000802	3841	92104599	3872461	3602789	269672	0	0.930362	2.049714	1.091583	825536	86871	0	0.89477	738665	0.953923	1.0568	1824	1348	82310	77311	0.527612	3039415
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SVR9RG2V	BS_SVR9RG2V	1.80289	0.000635	3116	95851854	3972445	3705109	267336	0	0.932702	2.04805	1.174506	841078	90243	0	0.892706	750835	0.95267	1.072551	1710	1424	82854	77868	0.527221	3156076
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WJ393W0G	BS_WJ393W0G	1.801277	0.000793	3592	91991646	3670874	3343788	327086	0	0.910897	2.047951	1.085582	768412	88238	0	0.885168	680174	0.951041	1.049997	1896	1392	78377	73468	0.537498	2911624
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1PA0MKGG	BS_1PA0MKGG	1.676113	0.000754	3613	87660848	3863410	3648881	214529	0	0.944472	2.047851	1.18299	835643	89338	0	0.893091	746305	0.953187	1.102813	1510	1354	84774	79450	0.522556	3003001
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HRYYMM61	BS_HRYYMM61	1.754158	0.000673	3235	94586430	3882649	3617496	265153	0	0.931708	2.049643	1.078034	829432	87767	0	0.894184	741665	0.954538	1.040903	1846	1331	84963	79684	0.526852	3062353
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8SA4D0R5	BS_8SA4D0R5	1.771579	0.000695	3378	99505769	3935449	3610814	324635	0	0.91751	2.047013	1.100056	832465	92844	0	0.888471	739621	0.955257	1.022569	1978	1436	84452	79112	0.536671	3108801
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Q4KHFTFB	BS_Q4KHFTFB	1.81243	0.000717	3518	103890488	3975501	3636449	339052	0	0.914715	2.046748	1.078926	837789	95142	0	0.886437	742647	0.953584	1.02	1979	1501	85196	79609	0.536122	3164113
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1R39M72K	BS_1R39M72K	1.706549	0.00072	3430	90453001	3843752	3606890	236862	0	0.938377	2.048584	1.104598	827249	86010	0	0.896029	741239	0.954708	1.068642	1856	1373	83682	78604	0.523824	3004950
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Q9GHQN5P	BS_Q9GHQN5P	1.790243	0.000717	3484	101422741	3934690	3602806	331884	0	0.915652	2.048735	1.099575	831005	93426	0	0.887575	737579	0.952915	1.02339	1724	1322	83504	78068	0.537377	3118159
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2DSDADFV	BS_2DSDADFV	1.779572	0.00071	3473	100673508	3961648	3624031	337617	0	0.914779	2.045924	1.081845	835733	94521	0	0.8869	741212	0.955978	1.029088	2007	1471	84693	79177	0.537093	3132937
kfdrc-harmonization/sd-46sk55a3	alignment-BS_465DY1GF	BS_465DY1GF	1.729351	0.000677	3033	84031987	3607016	3411502	195514	0	0.945796	2.053203	1.144029	781083	82268	0	0.894674	698815	0.95149	1.089718	1370	1222	82266	77296	0.522042	2838850
kfdrc-harmonization/sd-46sk55a3	alignment-BS_G3D2NP45	BS_G3D2NP45	1.686337	0.000708	3385	89616302	3847776	3655605	192171	0	0.950057	2.050267	1.215509	835898	86990	0	0.895932	748908	0.95498	1.108133	1504	1354	86786	81382	0.521129	3001337
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5Z9W9QQ4	BS_5Z9W9QQ4	1.730576	0.000517	2340	84133795	3650989	3467528	183461	0	0.94975	2.054951	1.299442	788848	79955	0	0.898643	708893	0.948311	1.095586	1453	1306	78605	74089	0.519814	2869393
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1PAE9BA3	BS_1PAE9BA3	1.743261	0.000738	3277	85664718	3593767	3327906	265861	0	0.926022	2.034954	1.073831	758198	80407	0	0.89395	677791	0.954809	1.051722	1795	1246	76467	72057	0.526502	2820481
kfdrc-harmonization/sd-46sk55a3	alignment-BS_9FSNMTAM	BS_9FSNMTAM	1.710813	0.000835	3904	83628042	3767581	3590899	176682	0	0.953105	2.048969	1.120905	818685	81123	0	0.900911	737562	0.956325	1.097231	1482	1331	81381	76646	0.518342	2952354
kfdrc-harmonization/sd-46sk55a3	alignment-BS_T571ZB36	BS_T571ZB36	1.702861	0.000729	3428	88816692	3787445	3594651	192794	0	0.949097	2.050008	1.174434	823655	83617	0	0.898481	740038	0.954221	1.100824	1476	1302	83871	78733	0.521318	2964532
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3VVAYK5Y	BS_3VVAYK5Y	1.662387	0.000879	3819	72255357	3508001	3340888	167113	0	0.952362	2.060851	1.25065	757111	73384	0	0.903074	683727	0.95935	1.108433	1381	1233	69117	65365	0.520729	2711732
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NCDV1CT7	BS_NCDV1CT7	1.718664	0.001273	5967	80153303	3785052	3579693	205359	0	0.945745	2.050241	1.021469	814063	82721	0	0.898385	731342	0.958308	1.073052	1468	1298	79086	74507	0.521879	2964338
kfdrc-harmonization/sd-46sk55a3	alignment-BS_AA1GPM5B	BS_AA1GPM5B	1.715718	0.000949	4424	78338903	3766643	3586882	179761	0	0.952276	2.051871	1.203602	809284	79074	0	0.902291	730210	0.960032	1.092791	1573	1416	76147	71768	0.519989	2945192
kfdrc-harmonization/sd-46sk55a3	alignment-BS_7NH470BF	BS_7NH470BF	1.695191	0.001208	5268	75544523	3514945	3328602	186343	0	0.946986	2.058947	1.030411	761074	76618	0	0.899329	684456	0.95898	1.078791	1331	1176	73708	69506	0.522248	2742233
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Z71ST2HA	BS_Z71ST2HA	1.747845	0.001015	3919	78510443	3137013	2840368	296645	0	0.905437	2.048917	1.070488	652527	74509	0	0.885815	578018	0.961591	1.038271	1788	1254	62381	58479	0.538469	2455970
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HV1MZMJH	BS_HV1MZMJH	1.779163	0.001078	5252	96570556	3953794	3627592	326202	0	0.917496	2.04497	1.078408	828341	90761	0	0.89043	737580	0.958805	1.04892	1863	1380	79962	75052	0.536409	3119757
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QA2H0GHY	BS_QA2H0GHY	1.708168	0.000908	4251	82945977	3782293	3590512	191781	0	0.949295	2.050586	1.204683	813528	81092	0	0.900321	732436	0.959312	1.11734	1523	1367	78283	73757	0.519916	2954397
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2D2766RC	BS_2D2766RC	1.761581	0.000768	3627	80326969	3807270	3611450	195820	0	0.948567	2.050763	1.267721	822771	83509	0	0.898503	739262	0.953941	1.076563	1516	1375	82727	77834	0.521485	3012636
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A0TZCSKY	BS_A0TZCSKY	1.687795	0.000524	2291	77204456	3528936	3346953	181983	0	0.948431	2.061762	1.276609	764876	76322	0	0.900217	688554	0.95133	1.084731	1470	1298	73184	69049	0.520895	2747776
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EAFPZ43W	BS_EAFPZ43W	1.764524	0.000774	3655	91119486	3804534	3609153	195381	0	0.948645	2.051124	1.264499	823808	83281	0	0.898907	740527	0.957735	1.083536	1429	1267	84338	79351	0.521334	3014486
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KS2QJ0N1	BS_KS2QJ0N1	2.109151	0.00049	2378	100540786	3944050	3615499	328551	0	0.916697	2.058099	1.192401	816728	97061	0	0.881159	719667	0.946024	1.027934	2090	1580	84472	79113	0.531182	3294066
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QBZ6AV3Y	BS_QBZ6AV3Y	2.057418	0.000671	3442	104287411	4151074	3893761	257313	0	0.938013	2.057527	1.256241	873769	97596	0	0.888305	776173	0.95273	1.076643	2145	1623	92842	87318	0.519941	3451549
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8EJQZZD3	BS_8EJQZZD3	2.104917	0.00083	4301	104851097	4189953	3916164	273789	0	0.934656	2.052737	1.173636	881977	102668	0	0.883593	779309	0.948828	1.047382	2049	1590	96662	90758	0.521707	3512259
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0Y15GFM9	BS_0Y15GFM9	1.810005	0.000825	4054	99759100	3984350	3636953	347397	0	0.91281	2.045427	1.103511	834475	93833	0	0.887554	740642	0.954768	1.010004	1999	1464	84869	79637	0.536039	3165904
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ME76S6XQ	BS_ME76S6XQ	1.71824	0.000719	3382	87082604	3795288	3586513	208775	0	0.944991	2.051604	1.176758	819766	83325	0	0.898355	736441	0.956668	1.081304	1507	1281	80877	76183	0.521554	2974520
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DHKQ0V0T	BS_DHKQ0V0T	1.789755	0.000613	2919	91970222	3836428	3657721	178707	0	0.953418	2.053898	1.303192	829303	81797	0	0.901367	747506	0.955031	1.124873	1555	1406	84072	79227	0.518947	3053546
kfdrc-harmonization/sd-46sk55a3	alignment-BS_7E72QTDD	BS_7E72QTDD	1.711725	0.000706	2834	76404048	3232598	3058056	174542	0	0.946006	2.060517	1.282609	703725	72363	0	0.897171	631362	0.958659	1.123826	1431	1243	70458	66091	0.523364	2534628
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QTAV4PWS	BS_QTAV4PWS	1.814744	0.000903	4410	100506909	3954426	3620774	333652	0	0.915626	2.042759	1.089844	832046	93538	0	0.887581	738508	0.95372	1.029684	1761	1313	84241	78877	0.53538	3147772
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KB0GZCP5	BS_KB0GZCP5	1.816222	0.000936	4278	91509132	3703846	3373071	330775	0	0.910694	2.050957	1.106834	779235	90350	0	0.884053	688885	0.956765	1.023834	1902	1402	78548	73622	0.533205	2948935
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WSBJ651P	BS_WSBJ651P	1.766031	0.00096	3948	79502577	3328680	3066528	262152	0	0.921244	2.043987	1.13104	703816	80023	0	0.886301	623793	0.954784	1.045107	1805	1291	70293	65861	0.528663	2625879
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DM21923N	BS_DM21923N	1.793223	0.000975	4360	92035179	3623946	3297333	326613	0	0.909874	2.047764	1.071314	759740	86049	0	0.886739	673691	0.955749	1.030655	1686	1211	76997	72089	0.536663	2870599
kfdrc-harmonization/sd-46sk55a3	alignment-BS_7E02B6NX	BS_7E02B6NX	1.764004	0.000994	4724	89319525	3832536	3626198	206338	0	0.946162	2.051757	1.160969	824259	83626	0	0.898544	740633	0.957063	1.08554	1586	1342	83292	78420	0.520388	3032011
kfdrc-harmonization/sd-46sk55a3	alignment-BS_41ES3DPX	BS_41ES3DPX	1.771161	0.001038	5084	95006838	3973312	3622672	350640	0	0.911751	2.04673	1.126341	832079	94875	0	0.885978	737204	0.955993	1.034285	1997	1461	81407	76375	0.536671	3130492
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MBKAGANS	BS_MBKAGANS	1.835368	0.000891	4417	101370157	4019450	3669958	349492	0	0.91305	2.048558	1.126795	840262	96046	0	0.885695	744216	0.953374	1.035477	2042	1538	83895	78503	0.535241	3207477
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Y51SE1XY	BS_Y51SE1XY	1.7881	0.000658	3204	98689100	3941194	3608075	333119	0	0.915478	2.046046	1.079472	831609	93335	0	0.887766	738274	0.952424	1.026423	1995	1459	84181	78635	0.535506	3122128
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YR97XG27	BS_YR97XG27	1.535235	0.000703	3433	93101082	3954425	3617927	336498	0	0.914906	2.041612	1.10452	837132	95138	0	0.886352	741994	0.95066	1.040493	2030	1500	83067	77509	0.539024	2958535
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4KYPBH1P	BS_4KYPBH1P	1.654232	0.000692	3244	87992384	3772657	3579060	193597	0	0.948684	2.050799	1.1711	820291	82782	0	0.899082	737509	0.953128	1.085189	1638	1387	83718	78608	0.521656	2921099
kfdrc-harmonization/sd-46sk55a3	alignment-BS_S67XD205	BS_S67XD205	1.781034	0.000646	2876	93669011	3603286	3289160	314126	0	0.912822	2.050804	1.110112	763083	86989	0	0.886003	676094	0.955074	1.031884	1832	1302	78187	73192	0.535324	2852940
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NHWTYNNQ	BS_NHWTYNNQ	1.626618	0.000704	3457	95790953	3978192	3639225	338967	0	0.914794	2.042632	1.124839	839113	96377	0	0.885144	742736	0.952657	1.041107	1974	1505	83621	78136	0.536862	3041757
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4VXS8XHX	BS_4VXS8XHX	1.257804	0.000665	3053	77011889	3695822	3483601	212221	0	0.942578	2.043071	1.156849	810026	83177	0	0.897316	726849	0.952798	1.077659	1457	1158	76822	71866	0.524448	2558269
kfdrc-harmonization/sd-46sk55a3	alignment-BS_C90RWP52	BS_C90RWP52	1.728794	0.000998	4675	81798145	3780218	3585855	194363	0	0.948584	2.05162	1.185082	814441	79496	0	0.902392	734945	0.953659	1.095695	1385	1224	79771	75142	0.520599	2967615
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SWC1W5MD	BS_SWC1W5MD	1.780981	0.000926	4058	85737516	3555541	3234563	320978	0	0.909725	2.046761	1.096594	741856	83275	0	0.887748	658581	0.956022	1.042506	1852	1320	73190	68593	0.536713	2805399
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YE1E5TE5	BS_YE1E5TE5	1.837864	0.000715	3551	101395415	4025642	3695070	330572	0	0.917883	2.041157	1.130592	843250	93192	0	0.889485	750058	0.955017	1.039525	1989	1454	83505	78325	0.535727	3214176
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FEYEQW0R	BS_FEYEQW0R	1.831418	0.000735	3642	95653717	4016824	3687860	328964	0	0.918103	2.043025	1.135048	841842	93449	0	0.888995	748393	0.957422	1.047345	1832	1350	84171	79055	0.535748	3203987
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0ETD35XN	BS_0ETD35XN	2.010576	0.000702	3095	87448009	3553051	3366414	186637	0	0.947471	2.055036	1.232527	760499	81337	0	0.893048	679162	0.948239	1.067119	1575	1419	82653	77775	0.520673	2942675
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5X7BNK21	BS_5X7BNK21	1.792204	0.000676	3289	98710248	3942829	3612167	330662	0	0.916136	2.045004	1.11395	832120	93573	0	0.887549	738547	0.956831	1.043168	1771	1254	82590	77397	0.536742	3124572
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EGK0JS3M	BS_EGK0JS3M	2.006209	0.000754	3747	95835479	4003358	3825327	178031	0	0.95553	2.055561	1.28084	860974	92317	0	0.892776	768657	0.948414	1.084611	1639	1565	93328	87996	0.516428	3315932
kfdrc-harmonization/sd-46sk55a3	alignment-BS_H3SATVXB	BS_H3SATVXB	1.702093	0.000826	3888	86407776	3793237	3598870	194367	0	0.94876	2.04966	1.166856	820928	83268	0	0.898568	737660	0.950826	1.074595	1550	1388	83285	78341	0.52174	2965614
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Y2A1ZWZ8	BS_Y2A1ZWZ8	1.734088	0.000815	3854	88315008	3808524	3601455	207069	0	0.94563	2.051165	1.210599	825595	85490	0	0.89645	740105	0.952974	1.07138	1503	1313	84640	79428	0.521371	2999484
kfdrc-harmonization/sd-46sk55a3	alignment-BS_5VMT6TFE	BS_5VMT6TFE	1.778679	0.000731	3558	100830612	3937321	3600243	337078	0	0.914389	2.047696	1.086808	832795	94845	0	0.886112	737950	0.953846	1.012284	1998	1433	83675	78276	0.53749	3114030
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ETXYX56Z	BS_ETXYX56Z	1.699382	0.000979	4184	78526297	3450907	3221054	229853	0	0.933393	2.052272	1.047287	738686	78225	0	0.894103	660461	0.96188	1.082501	1706	1245	75036	70651	0.523776	2691232
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YD4Z11NZ	BS_YD4Z11NZ	1.666031	0.000824	3834	85795267	3750764	3577035	173729	0	0.953682	2.053401	1.221911	812531	79765	0	0.901831	732766	0.961906	1.101512	1417	1293	79698	75086	0.519374	2907601
kfdrc-harmonization/sd-46sk55a3	alignment-BS_X637HYXX	BS_X637HYXX	1.805482	0.00102	4968	96476377	3947085	3604463	342622	0	0.913196	2.042722	1.068087	829953	93477	0	0.887371	736476	0.958791	1.046523	1887	1306	81676	76388	0.536635	3134389
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WN5JE25Y	BS_WN5JE25Y	1.75119	0.00081	3730	86731804	3730236	3418734	311502	0	0.916493	2.051507	1.080189	787263	85841	0	0.890963	701422	0.953974	1.044758	1809	1329	77785	72994	0.53603	2931502
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4631E7P6	BS_4631E7P6	2.250046	0.000898	3889	86023838	3506319	3288419	217900	0	0.937855	2.06127	1.256792	729829	93577	0	0.871782	636252	0.945005	1.04701	1817	1630	85862	80106	0.518025	2999642
kfdrc-harmonization/sd-46sk55a3	alignment-BS_413B8X6N	BS_413B8X6N	2.215397	0.000848	4393	101019176	4186299	3948672	237627	0	0.943237	2.068231	1.299423	876054	111972	0	0.872186	764082	0.94023	1.055324	2150	1962	105975	98864	0.516955	3569961
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RFWGXCJ2	BS_RFWGXCJ2	1.774985	0.000987	4415	86781461	3627097	3317418	309679	0	0.914621	2.048299	1.086097	761305	83741	0	0.890003	677564	0.954803	1.060658	1735	1283	75453	70733	0.535426	2861690
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HDVAJSHM	BS_HDVAJSHM	1.748752	0.000965	4558	84200707	3811953	3610227	201726	0	0.947081	2.047004	1.176797	820194	82087	0	0.899918	738107	0.956401	1.096677	1574	1405	82119	77183	0.521046	3005872
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DMH115EV	BS_DMH115EV	1.790294	0.000972	4727	94888475	3940481	3616663	323818	0	0.917823	2.04703	1.122854	828461	91032	0	0.890119	737429	0.955438	1.055316	1963	1473	82466	77333	0.535102	3119796
kfdrc-harmonization/sd-46sk55a3	alignment-BS_F4E8BJAG	BS_F4E8BJAG	1.702478	0.000676	3181	87421162	3788448	3609843	178605	0	0.952855	2.051764	1.265526	822165	81275	0	0.901145	740890	0.954246	1.112411	1580	1402	82859	78051	0.520237	2963029
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GH2DY5PD	BS_GH2DY5PD	1.635877	0.000772	3607	89316442	3759856	3571717	188139	0	0.949961	2.051185	1.206883	820587	83251	0	0.898547	737336	0.957496	1.123479	1504	1296	83425	78453	0.522024	2900931
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2QZY96VA	BS_2QZY96VA	1.704269	0.000802	3770	87530936	3783187	3600319	182868	0	0.951663	2.050402	1.234758	820568	81528	0	0.900644	739040	0.955091	1.101129	1397	1238	84116	79053	0.520273	2960781
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QT2P8NA4	BS_QT2P8NA4	1.693908	0.000705	3282	83633857	3743329	3558859	184470	0	0.95072	2.052896	1.230134	817292	81486	0	0.900298	735806	0.95755	1.099073	1480	1321	82192	77349	0.521749	2925610
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RGJ9SRM8	BS_RGJ9SRM8	1.684009	0.000742	3295	83466123	3571919	3402570	169349	0	0.952589	2.058322	1.190094	781082	76973	0	0.901453	704109	0.95569	1.108329	1439	1300	80288	75426	0.520288	2787696
kfdrc-harmonization/sd-46sk55a3	alignment-BS_DAWYS8TZ	BS_DAWYS8TZ	1.751193	0.000784	3658	75141021	3758944	3588273	170671	0	0.954596	2.052337	1.22535	818430	80329	0	0.90185	738101	0.953067	1.110977	1420	1284	81489	76921	0.519718	2971647
kfdrc-harmonization/sd-46sk55a3	alignment-BS_49826P0B	BS_49826P0B	1.709805	0.000724	3402	88044688	3783368	3602781	180587	0	0.952268	2.051792	1.25435	821662	81003	0	0.901416	740659	0.956315	1.124669	1458	1298	85017	79953	0.520216	2965671
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SZSYKS2M	BS_SZSYKS2M	1.808606	0.000727	3541	100545900	3942207	3615487	326720	0	0.917123	2.044251	1.115528	833533	93238	0	0.888141	740295	0.957318	1.054968	1824	1325	85432	79795	0.536353	3137384
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GCWA1SW5	BS_GCWA1SW5	1.714672	0.00079	3429	71244724	3495885	3325309	170576	0	0.951207	2.058062	1.182367	759810	75210	0	0.901015	684600	0.953455	1.073043	1468	1308	75398	71190	0.519706	2741558
kfdrc-harmonization/sd-46sk55a3	alignment-BS_N553P4XX	BS_N553P4XX	1.763616	0.000832	3893	87863915	3763043	3596038	167005	0	0.95562	2.051371	1.207659	821264	81631	0	0.900603	739633	0.957208	1.110855	1579	1457	83712	78714	0.518888	2985717
kfdrc-harmonization/sd-46sk55a3	alignment-BS_14BGSKEC	BS_14BGSKEC	1.795943	0.000792	3873	99930264	3960010	3627423	332587	0	0.916014	2.047786	1.115478	834504	94168	0	0.887157	740336	0.955565	1.038533	1967	1419	82753	77502	0.537256	3139972
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KYSF2DVZ	BS_KYSF2DVZ	1.733074	0.000846	3728	83769670	3545728	3368306	177422	0	0.949962	2.057296	1.187317	774458	79659	0	0.897142	694799	0.95771	1.099439	1314	1173	77783	73283	0.520249	2795040
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PNCT3QMX	BS_PNCT3QMX	1.700922	0.000647	2834	84981135	3529119	3363795	165324	0	0.953154	2.058499	1.25489	769690	75112	0	0.902413	694578	0.958803	1.119892	1297	1155	75374	71079	0.519353	2760312
kfdrc-harmonization/sd-46sk55a3	alignment-BS_78M8AXGZ	BS_78M8AXGZ	1.65254	0.000572	2481	76879658	3490604	3348442	142162	0	0.959273	2.060134	1.294971	763576	73234	0	0.904091	690342	0.958195	1.112133	1419	1322	73121	69036	0.517388	2701391
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SHB6XCCE	BS_SHB6XCCE	1.694409	0.000886	4124	90748481	3743275	3570507	172768	0	0.953846	2.053344	1.161518	818053	83447	0	0.897993	734606	0.957639	1.116172	1390	1284	84083	78904	0.519169	2928232
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Q0XRRWMB	BS_Q0XRRWMB	1.736517	0.000631	2859	83224264	3647852	3479892	167960	0	0.953956	2.060876	1.241798	794018	77591	0	0.902281	716427	0.956248	1.100915	1431	1281	76527	72163	0.519603	2873094
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2VWTR7TK	BS_2VWTR7TK	1.692438	0.000845	3785	82437509	3605436	3428648	176788	0	0.950966	2.054908	1.196534	783965	76700	0	0.902164	707265	0.955132	1.112948	1526	1342	77946	73440	0.520911	2814254
kfdrc-harmonization/sd-46sk55a3	alignment-BS_J89HN3YG	BS_J89HN3YG	1.716973	0.000912	4276	85088239	3782465	3598439	184026	0	0.951348	2.050941	1.228727	813982	79133	0	0.902783	734849	0.954869	1.116818	1602	1440	80124	75574	0.521046	2961756
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SVVMZCDN	BS_SVVMZCDN	1.816382	0.000786	3844	96989395	3967220	3639411	327809	0	0.917371	2.047708	1.141465	829982	90576	0	0.89087	739406	0.956168	1.05118	1931	1469	80650	75650	0.534991	3152724
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3XDKW9HB	BS_3XDKW9HB	1.728212	0.000955	4245	86599366	3606838	3291535	315303	0	0.912582	2.046947	1.11947	755434	83675	0	0.889236	671759	0.95665	1.033612	1756	1282	73938	69317	0.535409	2816359
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZAET9ECD	BS_ZAET9ECD	1.883764	0.000591	2925	104328647	4002363	3674111	328252	0	0.917985	2.046408	1.143729	846653	95353	0	0.887377	751300	0.955197	1.060261	1870	1349	88462	82823	0.534419	3232385
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QYEAYZBJ	BS_QYEAYZBJ	1.748453	0.000634	3043	93418456	3873687	3609956	263731	0	0.931917	2.050658	1.170036	829137	87404	0	0.894584	741733	0.956666	1.075316	1840	1318	83950	78864	0.525286	3051621
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Z5GT30GM	BS_Z5GT30GM	2.050016	0.000574	2931	112051207	4137229	3806492	330737	0	0.920058	2.046251	1.189209	864838	101097	0	0.883103	763741	0.954066	1.048156	1953	1470	92253	86240	0.532838	3431534
kfdrc-harmonization/sd-46sk55a3	alignment-BS_74V5YC2Z	BS_74V5YC2Z	2.316938	0.000613	3094	113583833	4088671	3749739	338932	0	0.917105	2.052728	1.163626	848288	104225	0	0.877135	744063	0.951067	1.027803	2279	1751	96022	89912	0.531563	3524014
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6WQA5629	BS_6WQA5629	1.729833	0.000642	3017	90328607	3781523	3595243	186280	0	0.950739	2.050321	1.268692	820774	82194	0	0.899858	738580	0.957234	1.087149	1409	1224	84253	79268	0.521529	2975915
kfdrc-harmonization/sd-46sk55a3	alignment-BS_87ES6YKW	BS_87ES6YKW	1.746974	0.000595	2806	96123520	3793858	3605458	188400	0	0.950341	2.05272	1.307777	826758	84844	0	0.897377	741914	0.957794	1.093363	1457	1287	86948	81630	0.520254	3000280
kfdrc-harmonization/sd-46sk55a3	alignment-BS_69FQKD7C	BS_69FQKD7C	1.782215	0.000579	2837	103447103	3959453	3622965	336488	0	0.915017	2.04459	1.148806	839080	97084	0	0.884297	741996	0.957897	1.045036	2003	1449	87191	81358	0.537097	3136691
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D6MDECKG	BS_D6MDECKG	1.467927	0.000704	3014	76417271	3446397	3276398	169999	0	0.950673	2.053075	1.267863	752296	73757	0	0.901957	678539	0.95322	1.124399	1298	1123	73933	69443	0.521639	2546490
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1YFVF283	BS_1YFVF283	1.622374	0.000776	3797	96111471	3961769	3623416	338353	0	0.914595	2.0423	1.107895	837223	93886	0	0.88786	743337	0.953287	1.051346	1976	1424	82856	77306	0.538119	3027130
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D3X2MNES	BS_D3X2MNES	1.791826	0.000736	3587	101255790	3947597	3611076	336521	0	0.914753	2.047008	1.089154	833931	93756	0	0.887573	740175	0.954546	1.031637	1870	1370	83223	77879	0.537456	3129329
